Task,Surplus,Budget,Min. cost,Max. cost,Vm,Cost,Update
ID00038,0.026396286,0.026971452,5.7516666E-4,0.0013672222,16,5.7516666E-4,0.0
ID00012,0.026396286,0.026425285,2.8999999E-5,7.0277776E-5,19,2.8999999E-5,0.0
ID00004,0.026396286,0.026426896,3.061111E-5,7.666666E-5,20,3.061111E-5,0.0
ID00034,0.026396286,0.026950508,5.542222E-4,0.0013225,17,5.542222E-4,0.0
ID00040,0.026396286,0.026948897,5.526111E-4,0.0013161111,18,5.526111E-4,0.0
ID00035,0.026396286,0.026942452,5.461667E-4,0.0012969445,19,5.461667E-4,0.0
ID00027,0.026396286,0.02695212,5.5583334E-4,0.0013225,20,5.5583334E-4,0.0
ID00001,0.026396286,0.026426896,3.061111E-5,7.666666E-5,21,3.061111E-5,0.0
ID00024,0.026396286,0.026916675,5.203889E-4,0.0012394445,21,5.203889E-4,0.0
ID00021,0.026396286,0.026428508,3.2222222E-5,7.666666E-5,22,3.2222222E-5,0.0
ID00010,0.026396286,0.026426896,3.061111E-5,7.666666E-5,23,3.061111E-5,0.0
ID00044,0.026396286,0.027071342,6.7505555E-4,0.001603611,22,6.7505555E-4,0.0
ID00033,0.026396286,0.026876397,4.801111E-4,0.001143611,23,4.801111E-4,0.0
ID00008,0.026396286,0.026426896,3.061111E-5,7.0277776E-5,24,3.061111E-5,0.0
ID00005,0.026396286,0.026425285,2.8999999E-5,7.0277776E-5,25,2.8999999E-5,0.0
ID00006,0.026396286,0.026426896,3.061111E-5,7.0277776E-5,26,3.061111E-5,0.0
ID00031,0.026396286,0.02679423,3.9794444E-4,9.5194444E-4,24,3.9794444E-4,0.0
ID00028,0.026396286,0.02677973,3.8344445E-4,9.136111E-4,25,3.8344445E-4,0.0
ID00029,0.026396286,0.026774896,3.7861112E-4,9.0083334E-4,26,3.7861112E-4,0.0
ID00047,0.026396286,0.026405953,9.666666E-6,2.5555555E-5,17,9.666666E-6,0.0
ID00061,0.026396286,0.026404342,8.055556E-6,1.9166666E-5,17,8.055556E-6,0.0
ID00085,0.026396286,0.027409675,0.0010133889,0.0024086111,0,0.0014016667,3.882778E-4
ID00046,0.026008008,0.026017675,9.666666E-6,2.5555555E-5,14,9.666666E-6,0.0
ID00051,0.026008008,0.026017675,9.666666E-6,2.5555555E-5,14,9.666666E-6,0.0
ID00062,0.026008008,0.026016064,8.055556E-6,1.9166666E-5,17,8.055556E-6,0.0
ID00075,0.026008008,0.027002063,9.940555E-4,0.0023702777,4,0.0013791111,3.8505555E-4
ID00086,0.025622953,0.026613787,9.908333E-4,0.0023575,5,0.0013726667,3.818334E-4
ID00050,0.02524112,0.025250787,9.666666E-6,2.5555555E-5,14,9.666666E-6,0.0
ID00074,0.02524112,0.026188454,9.4733335E-4,0.0022552777,8,0.0013114444,3.641111E-4
ID00057,0.024877008,0.024886675,9.666666E-6,2.5555555E-5,14,9.666666E-6,0.0
ID00081,0.024877008,0.02573412,8.571111E-4,0.0020444444,6,0.001189,3.3188885E-4
ID00066,0.02454512,0.024553176,8.055556E-6,1.9166666E-5,17,8.055556E-6,0.0
ID00048,0.02454512,0.024553176,8.055556E-6,1.9166666E-5,13,8.055556E-6,0.0
ID00090,0.02454512,0.025366787,8.216667E-4,0.001955,17,8.216667E-4,0.0
ID00069,0.02454512,0.024554787,9.666666E-6,2.5555555E-5,13,9.666666E-6,0.0
ID00060,0.02454512,0.024553176,8.055556E-6,1.9166666E-5,24,8.055556E-6,0.0
ID00054,0.02454512,0.024553176,8.055556E-6,1.9166666E-5,14,8.055556E-6,0.0
ID00072,0.02454512,0.024554787,9.666666E-6,2.5555555E-5,13,9.666666E-6,0.0
ID00093,0.02454512,0.025355509,8.103889E-4,0.0019294444,27,0.0011213333,3.1094445E-4
ID00084,0.024234176,0.025042953,8.0877775E-4,0.0019230555,24,8.0877775E-4,0.0
ID00078,0.024234176,0.025041342,8.071667E-4,0.0019230555,14,8.071667E-4,0.0
ID00096,0.024234176,0.02503812,8.039444E-4,0.0019166666,28,0.0011148888,3.109444E-4
ID00052,0.023923231,0.023932898,9.666666E-6,2.5555555E-5,20,9.666666E-6,0.0
ID00076,0.023923231,0.02469173,7.685E-4,0.001833611,20,7.685E-4,0.0
ID00063,0.023923231,0.023932898,9.666666E-6,2.5555555E-5,1,9.666666E-6,0.0
ID00049,0.023923231,0.023931287,8.055556E-6,1.9166666E-5,1,8.055556E-6,0.0
ID00073,0.023923231,0.024651453,7.282222E-4,0.0017313889,1,7.282222E-4,0.0
ID00087,0.023923231,0.024651453,7.282222E-4,0.0017313889,26,7.282222E-4,0.0
ID00070,0.023923231,0.023932898,9.666666E-6,2.5555555E-5,13,9.666666E-6,0.0
ID00065,0.023923231,0.023932898,9.666666E-6,2.5555555E-5,23,9.666666E-6,0.0
ID00094,0.023923231,0.024635343,7.121111E-4,0.0016930555,13,7.121111E-4,0.0
ID00089,0.023923231,0.024627287,7.0405554E-4,0.0016738889,23,7.0405554E-4,0.0
ID00053,0.023923231,0.023931287,8.055556E-6,1.9166666E-5,12,8.055556E-6,0.0
ID00059,0.023923231,0.023932898,9.666666E-6,2.5555555E-5,25,9.666666E-6,0.0
ID00077,0.023923231,0.024607953,6.847222E-4,0.0016291667,12,6.847222E-4,0.0
ID00083,0.023923231,0.024603121,6.798889E-4,0.0016163889,25,6.798889E-4,0.0
ID00058,0.023923231,0.023931287,8.055556E-6,1.9166666E-5,3,8.055556E-6,0.0
ID00082,0.023923231,0.024519343,5.961111E-4,0.0014183333,3,5.961111E-4,0.0
ID00068,0.023923231,0.023932898,9.666666E-6,2.5555555E-5,16,9.666666E-6,0.0
ID00092,0.023923231,0.024474232,5.51E-4,0.0013161111,16,5.51E-4,0.0
ID00064,0.023923231,0.023931287,8.055556E-6,1.9166666E-5,7,8.055556E-6,0.0
ID00088,0.023923231,0.024448454,5.252222E-4,0.0012522222,7,5.252222E-4,0.0
ID00067,0.023923231,0.023932898,9.666666E-6,2.5555555E-5,2,9.666666E-6,0.0
ID00091,0.023923231,0.024419453,4.9622223E-4,0.0011819444,2,4.9622223E-4,0.0
ID00055,0.023923231,0.023932898,9.666666E-6,2.5555555E-5,10,9.666666E-6,0.0
ID00079,0.023923231,0.024403343,4.801111E-4,0.001143611,10,4.801111E-4,0.0
ID00056,0.023923231,0.023932898,9.666666E-6,2.5555555E-5,9,9.666666E-6,0.0
ID00080,0.023923231,0.024375953,4.5272222E-4,0.0010797222,9,4.5272222E-4,0.0
ID00071,0.023923231,0.023932898,9.666666E-6,2.5555555E-5,18,9.666666E-6,0.0
ID00095,0.023923231,0.024337286,4.1405554E-4,9.838889E-4,18,4.1405554E-4,0.0
ID00098,0.023923231,0.023932898,9.666666E-6,2.5555555E-5,7,9.666666E-6,0.0
ID00097,0.023923231,0.023932898,9.666666E-6,2.5555555E-5,9,9.666666E-6,0.0
ID00099,0.023923231,0.023931287,8.055556E-6,1.9166666E-5,13,8.055556E-6,0.0
