Task,Surplus,Budget,Min. cost,Max. cost,Vm,Cost,Update
ID00048,6.311112E-6,0.0014082111,7.701111E-4,0.001833611,7,0.0010665555,3.4165557E-4
ID00043,3.4165557E-4,0.0014030889,7.668889E-4,0.0018272222,15,0.0010633334,3.3975556E-4
ID00041,3.3975556E-4,0.001393489,7.6205557E-4,0.0018144444,3,0.0010568888,3.3660012E-4
ID00033,3.3660012E-4,1.92E-5,9.666666E-6,2.5555555E-5,11,1.2888889E-5,6.311112E-6
ID00045,6.311112E-6,0.0011624111,6.3477777E-4,0.0015141666,11,8.7966665E-4,2.827444E-4
ID00034,2.827444E-4,1.92E-5,9.666666E-6,2.5555555E-5,19,1.2888889E-5,6.311112E-6
ID00035,6.311112E-6,1.92E-5,9.666666E-6,2.5555555E-5,5,1.2888889E-5,6.311112E-6
ID00046,6.311112E-6,0.0011240111,6.1544444E-4,0.0014630555,19,8.5388887E-4,2.7012225E-4
ID00047,2.7012225E-4,0.0011240111,6.1544444E-4,0.0014630555,5,8.5066666E-4,2.7334446E-4
ID00026,2.7334446E-4,1.92E-5,9.666666E-6,2.5555555E-5,23,1.2888889E-5,6.311112E-6
ID00038,6.311112E-6,8.001222E-4,4.3822223E-4,0.0010413888,23,6.057778E-4,1.9434444E-4
ID00049,1.9434444E-4,1.92E-5,9.666666E-6,2.5555555E-5,15,1.2888889E-5,6.311112E-6
