Task,Surplus,Budget,Min. cost,Max. cost,Vm,Cost,Update
ID00077,0.2840037,0.2840327,2.8999999E-5,7.0277776E-5,118,2.8999999E-5,0.0
ID00295,0.2840037,0.2849027,8.99E-4,0.0021402778,119,0.001247,3.4799997E-4
ID00117,0.2836557,0.2836863,3.061111E-5,7.0277776E-5,120,3.061111E-5,0.0
ID00135,0.2836557,0.2836831,2.7388889E-5,7.0277776E-5,121,2.7388889E-5,0.0
ID00231,0.2836557,0.284537,8.812778E-4,0.0020955554,122,0.0012212222,3.3994444E-4
ID00240,0.28331575,0.2841938,8.780555E-4,0.0020891665,123,0.001218,3.3994444E-4
ID00449,0.2829758,0.2840101,0.0010343334,0.002459722,124,0.0014306667,3.963333E-4
ID00356,0.28257945,0.28347683,8.9738885E-4,0.002133889,125,0.0012437778,3.4638896E-4
ID00354,0.28223306,0.28313044,8.9738885E-4,0.002133889,126,0.0012437778,3.4638896E-4
ID00173,0.28188667,0.28191727,3.061111E-5,7.0277776E-5,127,3.061111E-5,0.0
ID00328,0.28188667,0.28276473,8.780555E-4,0.0020891665,128,0.0012147778,3.367223E-4
ID00062,0.28154993,0.28158054,3.061111E-5,7.666666E-5,129,3.061111E-5,0.0
ID00212,0.28154993,0.28158054,3.061111E-5,7.0277776E-5,130,3.061111E-5,0.0
ID00039,0.28154993,0.28158054,3.061111E-5,7.0277776E-5,131,3.061111E-5,0.0
ID00161,0.28154993,0.28158054,3.061111E-5,7.0277776E-5,132,3.061111E-5,0.0
ID00206,0.28154993,0.28157893,2.8999999E-5,7.0277776E-5,133,2.8999999E-5,0.0
ID00005,0.28154993,0.28157893,2.8999999E-5,7.0277776E-5,134,2.8999999E-5,0.0
ID00180,0.28154993,0.28158054,3.061111E-5,7.0277776E-5,135,3.061111E-5,0.0
ID00255,0.28154993,0.2824183,8.6838886E-4,0.002063611,136,0.0012018889,3.3350004E-4
ID00415,0.28121644,0.28210256,8.861111E-4,0.0021083334,137,0.0012276666,3.415555E-4
ID00169,0.28087488,0.2809055,3.061111E-5,7.0277776E-5,138,3.061111E-5,0.0
ID00267,0.28087488,0.28173843,8.635555E-4,0.0020572222,139,0.0011954444,3.3188885E-4
ID00452,0.280543,0.2814549,9.118889E-4,0.0021722221,140,0.0012631111,3.5122223E-4
ID00030,0.28019178,0.2802224,3.061111E-5,7.666666E-5,141,3.061111E-5,0.0
ID00300,0.28019178,0.281065,8.732222E-4,0.0020763888,142,0.0012083333,3.351111E-4
ID00306,0.27985668,0.28072828,8.716111E-4,0.0020763888,118,8.716111E-4,0.0
ID00086,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,143,2.8999999E-5,0.0
ID00364,0.27985668,0.28072667,8.7E-4,0.00207,121,8.7E-4,0.0
ID00346,0.27985668,0.28073153,8.748333E-4,0.0020827777,120,8.748333E-4,0.0
ID00057,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,144,2.8999999E-5,0.0
ID00402,0.27985668,0.2807444,8.877222E-4,0.0021147223,127,8.877222E-4,0.0
ID00291,0.27985668,0.28071702,8.603333E-4,0.0020508333,129,8.603333E-4,0.0
ID00441,0.27985668,0.28072828,8.716111E-4,0.0020763888,130,8.716111E-4,0.0
ID00268,0.27985668,0.2807009,8.442222E-4,0.0020125,131,8.442222E-4,0.0
ID00435,0.27985668,0.28073958,8.8288885E-4,0.0021019443,133,8.8288885E-4,0.0
ID00390,0.27985668,0.2807138,8.571111E-4,0.0020380556,132,8.571111E-4,0.0
ID00072,0.27985668,0.2798873,3.061111E-5,7.666666E-5,145,3.061111E-5,0.0
ID00234,0.27985668,0.28069767,8.41E-4,0.002006111,134,8.41E-4,0.0
ID00157,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,146,2.8999999E-5,0.0
ID00105,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,147,3.061111E-5,0.0
ID00409,0.27985668,0.28073636,8.7966665E-4,0.0020955554,135,8.7966665E-4,0.0
ID00398,0.27985668,0.28070897,8.522778E-4,0.0020252778,138,8.522778E-4,0.0
ID00037,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,148,2.8999999E-5,0.0
ID00092,0.27985668,0.2798873,3.061111E-5,7.666666E-5,149,3.061111E-5,0.0
ID00111,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,150,3.061111E-5,0.0
ID00259,0.27985668,0.28068963,8.329444E-4,0.0019805555,141,8.329444E-4,0.0
ID00315,0.27985668,0.2806864,8.297222E-4,0.0019741666,143,8.297222E-4,0.0
ID00130,0.27985668,0.2798889,3.2222222E-5,7.666666E-5,151,3.2222222E-5,0.0
ID00035,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,152,3.061111E-5,0.0
ID00286,0.27985668,0.28069606,8.393889E-4,0.001999722,144,8.393889E-4,0.0
ID00172,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,153,2.8999999E-5,0.0
ID00131,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,154,2.8999999E-5,0.0
ID00139,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,155,2.8999999E-5,0.0
ID00022,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,156,2.8999999E-5,0.0
ID00007,0.27985668,0.2798873,3.061111E-5,7.666666E-5,157,3.061111E-5,0.0
ID00301,0.27985668,0.2806848,8.281111E-4,0.0019741666,145,8.281111E-4,0.0
ID00106,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,158,3.061111E-5,0.0
ID00185,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,159,2.8999999E-5,0.0
ID00386,0.27985668,0.2808459,9.892222E-4,0.0023575,146,9.892222E-4,0.0
ID00334,0.27985668,0.28066868,8.12E-4,0.0019294444,147,8.12E-4,0.0
ID00097,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,160,3.061111E-5,0.0
ID00266,0.27985668,0.28066224,8.0555555E-4,0.0019166666,148,8.0555555E-4,0.0
ID00321,0.27985668,0.28066224,8.0555555E-4,0.0019166666,149,8.0555555E-4,0.0
ID00340,0.27985668,0.28066224,8.0555555E-4,0.0019166666,150,8.0555555E-4,0.0
ID00140,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,161,3.061111E-5,0.0
ID00104,0.27985668,0.2798873,3.061111E-5,7.666666E-5,162,3.061111E-5,0.0
ID00000,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,163,3.061111E-5,0.0
ID00401,0.27985668,0.28069285,8.3616667E-4,0.0019933332,153,8.3616667E-4,0.0
ID00359,0.27985668,0.2806735,8.1683334E-4,0.0019422222,151,8.1683334E-4,0.0
ID00264,0.27985668,0.28065258,7.958889E-4,0.001891111,152,7.958889E-4,0.0
ID00006,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,164,3.061111E-5,0.0
ID00129,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,165,2.8999999E-5,0.0
ID00360,0.27985668,0.2806703,8.136111E-4,0.0019358333,154,8.136111E-4,0.0
ID00368,0.27985668,0.28066385,8.071667E-4,0.0019230555,155,8.071667E-4,0.0
ID00031,0.27985668,0.2798873,3.061111E-5,7.666666E-5,166,3.061111E-5,0.0
ID00251,0.27985668,0.28064772,7.9105556E-4,0.0018847222,156,7.9105556E-4,0.0
ID00236,0.27985668,0.28064612,7.894444E-4,0.0018783333,157,7.894444E-4,0.0
ID00194,0.27985668,0.2798873,3.061111E-5,7.666666E-5,167,3.061111E-5,0.0
ID00146,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,168,3.061111E-5,0.0
ID00335,0.27985668,0.2806413,7.846111E-4,0.0018655555,158,7.846111E-4,0.0
ID00414,0.27985668,0.28065902,8.0233335E-4,0.0019102778,159,8.0233335E-4,0.0
ID00070,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,169,3.061111E-5,0.0
ID00326,0.27985668,0.28063646,7.7977777E-4,0.0018591667,160,7.7977777E-4,0.0
ID00369,0.27985668,0.2806445,7.878333E-4,0.0018783333,161,7.878333E-4,0.0
ID00333,0.27985668,0.28063002,7.733333E-4,0.0018399999,162,7.733333E-4,0.0
ID00229,0.27985668,0.2806268,7.701111E-4,0.001833611,163,7.701111E-4,0.0
ID00036,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,170,2.8999999E-5,0.0
ID00201,0.27985668,0.2798873,3.061111E-5,7.666666E-5,171,3.061111E-5,0.0
ID00235,0.27985668,0.28062358,7.668889E-4,0.0018272222,164,7.668889E-4,0.0
ID00358,0.27985668,0.2806429,7.862222E-4,0.0018719444,165,7.862222E-4,0.0
ID00144,0.27985668,0.2798873,3.061111E-5,7.666666E-5,172,3.061111E-5,0.0
ID00260,0.27985668,0.28061873,7.6205557E-4,0.0018144444,166,7.6205557E-4,0.0
ID00181,0.27985668,0.2798873,3.061111E-5,7.666666E-5,173,3.061111E-5,0.0
ID00064,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,174,2.8999999E-5,0.0
ID00162,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,175,3.061111E-5,0.0
ID00055,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,176,2.8999999E-5,0.0
ID00423,0.27985668,0.28080884,9.521667E-4,0.0022680555,167,9.521667E-4,0.0
ID00065,0.27985668,0.2798873,3.061111E-5,7.666666E-5,177,3.061111E-5,0.0
ID00119,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,178,3.061111E-5,0.0
ID00375,0.27985668,0.2806252,7.685E-4,0.001833611,168,7.685E-4,0.0
ID00164,0.27985668,0.2798873,3.061111E-5,7.666666E-5,179,3.061111E-5,0.0
ID00122,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,180,2.8999999E-5,0.0
ID00299,0.27985668,0.28062195,7.652778E-4,0.0018208333,169,7.652778E-4,0.0
ID00211,0.27985668,0.2798873,3.061111E-5,7.666666E-5,181,3.061111E-5,0.0
ID00265,0.27985668,0.2805978,7.411111E-4,0.0017633333,170,7.411111E-4,0.0
ID00430,0.27985668,0.28079113,9.344444E-4,0.0022233333,171,9.344444E-4,0.0
ID00159,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,182,2.8999999E-5,0.0
ID00226,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,183,2.8999999E-5,0.0
ID00133,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,184,2.8999999E-5,0.0
ID00152,0.27985668,0.2798873,3.061111E-5,7.666666E-5,185,3.061111E-5,0.0
ID00053,0.27985668,0.2798873,3.061111E-5,7.666666E-5,186,3.061111E-5,0.0
ID00293,0.27985668,0.28060424,7.475555E-4,0.0017825,174,7.475555E-4,0.0
ID00373,0.27985668,0.28060424,7.475555E-4,0.0017761111,172,7.475555E-4,0.0
ID00410,0.27985668,0.2806284,7.7172223E-4,0.0018399999,173,7.7172223E-4,0.0
ID00113,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,187,2.8999999E-5,0.0
ID00059,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,188,3.061111E-5,0.0
ID00284,0.27985668,0.28060102,7.443333E-4,0.0017761111,176,7.443333E-4,0.0
ID00391,0.27985668,0.28059942,7.427222E-4,0.0017697222,175,7.427222E-4,0.0
ID00294,0.27985668,0.2805978,7.411111E-4,0.0017633333,177,7.411111E-4,0.0
ID00348,0.27985668,0.28060263,7.4594445E-4,0.0017761111,178,7.4594445E-4,0.0
ID00351,0.27985668,0.28060102,7.443333E-4,0.0017761111,180,7.443333E-4,0.0
ID00393,0.27985668,0.28059456,7.3788885E-4,0.0017569445,179,7.3788885E-4,0.0
ID00228,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,189,3.061111E-5,0.0
ID00440,0.27985668,0.2805962,7.395E-4,0.0017633333,181,7.395E-4,0.0
ID00126,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,190,3.061111E-5,0.0
ID00217,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,191,2.8999999E-5,0.0
ID00388,0.27985668,0.2807428,8.861111E-4,0.0021083334,182,8.861111E-4,0.0
ID00080,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,192,3.061111E-5,0.0
ID00455,0.27985668,0.28060102,7.443333E-4,0.0017697222,183,7.443333E-4,0.0
ID00362,0.27985668,0.28057685,7.2016666E-4,0.0017186111,184,7.2016666E-4,0.0
ID00096,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,193,3.061111E-5,0.0
ID00381,0.27985668,0.28073958,8.8288885E-4,0.0021019443,185,8.8288885E-4,0.0
ID00282,0.27985668,0.28057685,7.2016666E-4,0.0017122222,186,7.2016666E-4,0.0
ID00108,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,194,2.8999999E-5,0.0
ID00342,0.27985668,0.28056073,7.0405554E-4,0.0016738889,187,7.0405554E-4,0.0
ID00288,0.27985668,0.28057364,7.1694446E-4,0.0017058334,188,7.1694446E-4,0.0
ID00069,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,195,2.8999999E-5,0.0
ID00457,0.27985668,0.2805865,7.298333E-4,0.0017377777,189,7.298333E-4,0.0
ID00204,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,196,2.8999999E-5,0.0
ID00355,0.27985668,0.28056073,7.0405554E-4,0.0016738889,190,7.0405554E-4,0.0
ID00123,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,197,2.8999999E-5,0.0
ID00446,0.27985668,0.28056234,7.0566667E-4,0.0016802778,191,7.0566667E-4,0.0
ID00309,0.27985668,0.28053656,6.798889E-4,0.0016227778,192,6.798889E-4,0.0
ID00199,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,198,2.8999999E-5,0.0
ID00325,0.27985668,0.28053495,6.7827775E-4,0.0016163889,193,6.7827775E-4,0.0
ID00337,0.27985668,0.28053334,6.766667E-4,0.0016099999,194,6.766667E-4,0.0
ID00091,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,199,3.061111E-5,0.0
ID00082,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,200,2.8999999E-5,0.0
ID00160,0.27985668,0.2798873,3.061111E-5,7.666666E-5,201,3.061111E-5,0.0
ID00014,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,202,2.8999999E-5,0.0
ID00158,0.27985668,0.2798873,3.061111E-5,7.666666E-5,203,3.061111E-5,0.0
ID00298,0.27985668,0.28054303,6.8633334E-4,0.0016355555,195,6.8633334E-4,0.0
ID00203,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,204,3.061111E-5,0.0
ID00084,0.27985668,0.2798889,3.2222222E-5,7.666666E-5,205,3.2222222E-5,0.0
ID00121,0.27985668,0.27988568,2.8999999E-5,7.0277776E-5,206,2.8999999E-5,0.0
ID00195,0.27985668,0.2798873,3.061111E-5,7.666666E-5,207,3.061111E-5,0.0
ID00433,0.27985668,0.2805527,6.96E-4,0.0016611111,196,6.96E-4,0.0
ID00020,0.27985668,0.2798873,3.061111E-5,7.666666E-5,208,3.061111E-5,0.0
ID00025,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,209,3.061111E-5,0.0
ID00200,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,210,3.061111E-5,0.0
ID00352,0.27985668,0.28053012,6.734444E-4,0.001603611,197,6.734444E-4,0.0
ID00428,0.27985668,0.2807009,8.442222E-4,0.0020125,198,8.442222E-4,0.0
ID00188,0.27985668,0.2798873,3.061111E-5,7.0277776E-5,211,3.061111E-5,0.0
ID00311,0.27985668,0.28050435,6.4766663E-4,0.0015397222,200,6.4766663E-4,0.0
ID00320,0.27985668,0.28050435,6.4766663E-4,0.0015397222,199,6.4766663E-4,0.0
ID00389,0.27985668,0.280514,6.5733335E-4,0.0015652777,201,6.5733335E-4,0.0
ID00243,0.27985668,0.28049952,6.428333E-4,0.0015333333,202,6.428333E-4,0.0
ID00387,0.27985668,0.28067672,8.2005555E-4,0.001955,203,8.2005555E-4,0.0
ID00432,0.27985668,0.28053656,6.798889E-4,0.0016163889,204,6.798889E-4,0.0
ID00149,0.27985668,0.2798873,3.061111E-5,7.666666E-5,212,3.061111E-5,0.0
