Task,Surplus,Budget,Min. cost,Max. cost,Vm,Cost,Update
ID00006,0.011833088,0.01183631,3.2222222E-6,6.4444444E-6,18,3.2222222E-6,0.0
ID00046,0.011833088,0.01183631,3.2222222E-6,6.4444444E-6,19,3.2222222E-6,0.0
ID00030,0.011833088,0.01183631,3.2222222E-6,6.388889E-6,20,3.2222222E-6,0.0
ID00045,0.011833088,0.01183631,3.2222222E-6,6.388889E-6,21,3.2222222E-6,0.0
ID00016,0.011833088,0.01183631,3.2222222E-6,6.388889E-6,22,3.2222222E-6,0.0
ID00041,0.011833088,0.01183631,3.2222222E-6,6.388889E-6,23,3.2222222E-6,0.0
ID00014,0.011833088,0.01183631,3.2222222E-6,6.388889E-6,24,3.2222222E-6,0.0
ID00009,0.011833088,0.01183631,3.2222222E-6,6.388889E-6,25,3.2222222E-6,0.0
ID00010,0.011833088,0.01183631,3.2222222E-6,6.388889E-6,26,3.2222222E-6,0.0
ID00031,0.011833088,0.01183631,3.2222222E-6,6.388889E-6,27,3.2222222E-6,0.0
ID00035,0.011833088,0.01183631,3.2222222E-6,6.388889E-6,28,3.2222222E-6,0.0
ID00004,0.011833088,0.01183631,3.2222222E-6,6.388889E-6,29,3.2222222E-6,0.0
ID00005,0.011833088,0.01183631,3.2222222E-6,6.388889E-6,30,3.2222222E-6,0.0
ID00008,0.011833088,0.01183631,3.2222222E-6,6.388889E-6,31,3.2222222E-6,0.0
ID00001,0.011833088,0.01183631,3.2222222E-6,6.388889E-6,32,3.2222222E-6,0.0
ID00043,0.011833088,0.01183631,3.2222222E-6,6.388889E-6,33,3.2222222E-6,0.0
ID00012,0.011833088,0.01183631,3.2222222E-6,6.388889E-6,34,3.2222222E-6,0.0
ID00013,0.011833088,0.01183631,3.2222222E-6,6.388889E-6,35,3.2222222E-6,0.0
ID00039,0.011833088,0.01183631,3.2222222E-6,6.388889E-6,36,3.2222222E-6,0.0
ID00044,0.011833088,0.01183631,3.2222222E-6,6.388889E-6,37,3.2222222E-6,0.0
ID00002,0.011833088,0.01183631,3.2222222E-6,6.388889E-6,38,3.2222222E-6,0.0
ID00029,0.011833088,0.01183631,3.2222222E-6,6.388889E-6,39,3.2222222E-6,0.0
ID00007,0.011833088,0.011834699,1.6111111E-6,6.388889E-6,40,1.6111111E-6,0.0
ID00042,0.011833088,0.011834699,1.6111111E-6,6.388889E-6,41,1.6111111E-6,0.0
ID00034,0.011833088,0.011834699,1.6111111E-6,6.388889E-6,42,1.6111111E-6,0.0
ID00000,0.011833088,0.011834699,1.6111111E-6,6.388889E-6,38,1.6111111E-6,0.0
ID00028,0.011833088,0.011834699,1.6111111E-6,6.388889E-6,33,1.6111111E-6,0.0
ID00057,0.011833088,0.01183631,3.2222222E-6,1.2777778E-5,1,3.2222222E-6,0.0
ID00027,0.011833088,0.01183631,3.2222222E-6,1.2777778E-5,0,6.4444444E-6,3.2222222E-6
