Task,Surplus,Budget,Min. cost,Max. cost,Vm,Cost,Update
ID00018,0.0036203912,0.0036816134,6.122222E-5,1.4694444E-4,26,6.122222E-5,0.0
ID00055,0.0036203912,0.0036783912,5.7999998E-5,1.4055555E-4,1,8.0555554E-5,2.2555556E-5
ID00042,0.0035978358,0.0036542246,5.638889E-5,1.3416666E-4,28,5.638889E-5,0.0
ID00027,0.0035978358,0.0036542246,5.638889E-5,1.3416666E-4,29,5.638889E-5,0.0
ID00081,0.0035978358,0.0036542246,5.638889E-5,1.3416666E-4,27,5.638889E-5,0.0
ID00071,0.0035978358,0.003646169,4.833333E-5,1.14999995E-4,0,6.766667E-5,1.9333336E-5
ID00016,0.0035785025,0.0036252246,4.672222E-5,1.14999995E-4,28,4.672222E-5,0.0
ID00047,0.0035785025,0.0036220024,4.35E-5,1.0222222E-4,30,4.35E-5,0.0
ID00014,0.0035785025,0.0036203912,4.188889E-5,1.0222222E-4,31,4.188889E-5,0.0
ID00068,0.0035785025,0.0036203912,4.188889E-5,1.0222222E-4,32,4.188889E-5,0.0
ID00012,0.0035785025,0.0036203912,4.188889E-5,1.0222222E-4,33,4.188889E-5,0.0
ID00045,0.0035785025,0.0036203912,4.188889E-5,1.0222222E-4,34,4.188889E-5,0.0
ID00040,0.0035785025,0.003615558,3.7055554E-5,8.9444446E-5,35,3.7055554E-5,0.0
ID00058,0.0035785025,0.003615558,3.7055554E-5,8.9444446E-5,35,3.7055554E-5,0.0
ID00024,0.0035785025,0.0035817246,3.2222222E-6,6.4444444E-6,18,3.2222222E-6,0.0
ID00015,0.0035785025,0.0035817246,3.2222222E-6,6.4444444E-6,31,3.2222222E-6,0.0
ID00019,0.0035785025,0.0035817246,3.2222222E-6,6.4444444E-6,26,3.2222222E-6,0.0
ID00032,0.0035785025,0.0035817246,3.2222222E-6,6.4444444E-6,19,3.2222222E-6,0.0
ID00017,0.0035785025,0.0035817246,3.2222222E-6,6.388889E-6,28,3.2222222E-6,0.0
ID00065,0.0035785025,0.0035817246,3.2222222E-6,6.388889E-6,3,3.2222222E-6,0.0
ID00026,0.0035785025,0.0035817246,3.2222222E-6,6.388889E-6,20,3.2222222E-6,0.0
ID00043,0.0035785025,0.0035817246,3.2222222E-6,6.388889E-6,28,3.2222222E-6,0.0
ID00061,0.0035785025,0.0035817246,3.2222222E-6,6.388889E-6,24,3.2222222E-6,0.0
ID00087,0.0035785025,0.0035817246,3.2222222E-6,6.388889E-6,5,3.2222222E-6,0.0
ID00063,0.0035785025,0.0035817246,3.2222222E-6,6.388889E-6,14,3.2222222E-6,0.0
ID00072,0.0035785025,0.0035817246,3.2222222E-6,6.388889E-6,0,3.2222222E-6,0.0
ID00052,0.0035785025,0.0035817246,3.2222222E-6,6.388889E-6,1,3.2222222E-6,0.0
ID00056,0.0035785025,0.0035817246,3.2222222E-6,6.388889E-6,11,3.2222222E-6,0.0
ID00082,0.0035785025,0.0035817246,3.2222222E-6,6.388889E-6,27,3.2222222E-6,0.0
ID00028,0.0035785025,0.0035817246,3.2222222E-6,6.388889E-6,29,3.2222222E-6,0.0
ID00078,0.0035785025,0.0035817246,3.2222222E-6,6.388889E-6,12,3.2222222E-6,0.0
ID00054,0.0035785025,0.0035817246,3.2222222E-6,6.388889E-6,22,3.2222222E-6,0.0
ID00091,0.0035785025,0.0035817246,3.2222222E-6,6.388889E-6,7,3.2222222E-6,0.0
ID00089,0.0035785025,0.0035817246,3.2222222E-6,6.388889E-6,2,3.2222222E-6,0.0
ID00037,0.0035785025,0.0035817246,3.2222222E-6,6.388889E-6,26,3.2222222E-6,0.0
ID00004,0.0035785025,0.0035817246,3.2222222E-6,6.388889E-6,10,3.2222222E-6,0.0
ID00021,0.0035785025,0.0035817246,3.2222222E-6,6.388889E-6,23,3.2222222E-6,0.0
ID00074,0.0035785025,0.0035817246,3.2222222E-6,6.388889E-6,17,3.2222222E-6,0.0
ID00041,0.0035785025,0.0035817246,3.2222222E-6,6.388889E-6,35,3.2222222E-6,0.0
ID00099,0.0035785025,0.0035817246,3.2222222E-6,6.388889E-6,15,3.2222222E-6,0.0
ID00035,0.0035785025,0.0035801136,1.6111111E-6,6.388889E-6,25,1.6111111E-6,0.0
ID00069,0.0035785025,0.0035801136,1.6111111E-6,6.388889E-6,32,1.6111111E-6,0.0
ID00080,0.0035785025,0.0035801136,1.6111111E-6,6.388889E-6,6,1.6111111E-6,0.0
ID00097,0.0035785025,0.0035801136,1.6111111E-6,6.388889E-6,2,3.2222222E-6,1.6111111E-6
ID00048,0.0035768913,0.0035785025,1.6111111E-6,6.388889E-6,30,1.6111111E-6,0.0
ID00059,0.0035768913,0.0035785025,1.6111111E-6,6.388889E-6,35,1.6111111E-6,0.0
ID00067,0.0035768913,0.0035785025,1.6111111E-6,6.388889E-6,3,3.2222222E-6,1.6111111E-6
ID00084,0.00357528,0.0035768913,1.6111111E-6,6.388889E-6,0,3.2222222E-6,1.6111111E-6
ID00076,0.003573669,0.00357528,1.6111111E-6,6.388889E-6,21,1.6111111E-6,0.0
ID00030,0.003573669,0.00357528,1.6111111E-6,6.388889E-6,9,1.6111111E-6,0.0
ID00010,0.003573669,0.00357528,1.6111111E-6,6.388889E-6,13,3.2222222E-6,1.6111111E-6
ID00050,0.0035720577,0.003573669,1.6111111E-6,6.388889E-6,25,1.6111111E-6,0.0
ID00095,0.0035720577,0.003573669,1.6111111E-6,6.388889E-6,16,1.6111111E-6,0.0
ID00093,0.0035720577,0.003573669,1.6111111E-6,6.388889E-6,8,1.6111111E-6,0.0
ID00013,0.0035720577,0.003573669,1.6111111E-6,6.388889E-6,33,1.6111111E-6,0.0
ID00008,0.0035720577,0.003573669,1.6111111E-6,6.388889E-6,4,1.6111111E-6,0.0
ID00046,0.0035720577,0.003573669,1.6111111E-6,6.388889E-6,34,1.6111111E-6,0.0
ID00039,0.0035720577,0.003573669,1.6111111E-6,6.388889E-6,27,1.6111111E-6,0.0
ID00006,0.0035720577,0.003573669,1.6111111E-6,6.388889E-6,31,1.6111111E-6,0.0
ID00001,0.0035720577,0.003573669,1.6111111E-6,6.388889E-6,16,1.6111111E-6,0.0
ID00000,0.0035720577,0.003573669,1.6111111E-6,6.388889E-6,16,1.6111111E-6,0.0
